Date,Open,High,Low,Close,Adj Close,Volume
05-06-2015,17679.90,17786.50,17506.25,17549.25,17549.05,0.00
08-06-2015,17542.50,17561.40,17358.45,17432.60,17432.40,0.00
09-06-2015,17413.45,17560.50,17392.95,17489.90,17489.70,0.00
10-06-2015,17485.90,17782.00,17485.90,17707.25,17707.04,0.00
11-06-2015,17819.60,17821.90,17264.20,17304.40,17304.20,0.00
12-06-2015,17298.45,17551.35,17174.70,17523.55,17523.35,0.00
15-06-2015,17499.35,17579.00,17366.15,17458.70,17458.50,0.00
16-06-2015,17368.45,17651.90,17293.45,17602.45,17602.24,0.00
17-06-2015,17681.20,17692.55,17533.45,17584.05,17583.85,0.00
18-06-2015,17661.90,17797.35,17630.65,17733.55,17733.34,0.00
19-06-2015,17758.95,17935.30,17730.70,17880.85,17880.64,43900.00
22-06-2015,17956.55,18420.95,17950.60,18334.50,18334.29,0.00
23-06-2015,18414.55,18499.60,18287.25,18391.35,18391.14,0.00
24-06-2015,18403.90,18499.75,18304.95,18365.55,18365.34,0.00
25-06-2015,18312.85,18539.15,18278.70,18492.90,18492.69,0.00
26-06-2015,18461.60,18461.60,18199.25,18371.50,18371.29,0.00
29-06-2015,17962.50,18291.75,17821.90,18241.25,18241.04,0.00
30-06-2015,18204.85,18342.50,18086.80,18296.10,18295.89,0.00
01-07-2015,18275.60,18629.15,18261.90,18581.60,18581.38,0.00
02-07-2015,18605.10,18642.85,18513.30,18585.55,18585.33,0.00
06-07-2015,18488.35,18855.90,18417.35,18825.15,18824.93,0.00
07-07-2015,18794.10,18980.65,18713.15,18798.50,18798.28,0.00
08-07-2015,18579.65,18669.45,18402.85,18463.15,18462.94,0.00
09-07-2015,18442.15,18584.00,18409.20,18508.70,18508.48,0.00
10-07-2015,18584.95,18767.80,18534.55,18719.80,18719.58,0.00
13-07-2015,18753.80,18929.20,18657.60,18893.55,18893.33,0.00
14-07-2015,18913.75,18940.85,18734.40,18780.20,18779.98,0.00
15-07-2015,18801.50,18894.90,18773.90,18816.25,18816.03,0.00
16-07-2015,18870.50,19195.40,18867.50,19168.05,19167.83,0.00
17-07-2015,19175.30,19229.05,19069.30,19094.70,19094.48,0.00
20-07-2015,19126.10,19149.05,18852.70,19032.70,19032.48,0.00
21-07-2015,19042.95,19101.50,18702.45,18723.40,18723.18,0.00
22-07-2015,18683.30,19038.15,18613.60,18997.00,18996.78,0.00
23-07-2015,18990.85,19091.45,18819.25,18865.00,18864.78,0.00
24-07-2015,18832.45,18860.75,18613.55,18635.85,18635.63,0.00
27-07-2015,18566.55,18566.55,18187.45,18213.05,18212.84,0.00
28-07-2015,18250.65,18379.10,18174.20,18282.80,18282.59,0.00
29-07-2015,18331.55,18383.65,18264.30,18323.40,18323.19,0.00
30-07-2015,18383.00,18521.75,18367.20,18440.40,18440.19,0.00
31-07-2015,18489.85,18828.85,18474.80,18729.85,18729.63,0.00
03-08-2015,18782.65,19016.40,18782.65,18914.70,18914.48,0.00
04-08-2015,18968.25,19067.35,18758.90,18972.60,18972.38,0.00
05-08-2015,19047.30,19103.70,18868.65,18928.55,18928.33,0.00
06-08-2015,18946.30,19100.55,18830.40,19029.35,19029.13,0.00
07-08-2015,18992.80,19019.65,18849.15,18893.55,18893.33,0.00
10-08-2015,18926.10,19071.35,18781.30,18875.00,18874.78,0.00
11-08-2015,18918.55,18918.55,18555.50,18616.90,18616.68,0.00
12-08-2015,18515.20,18515.20,18034.75,18059.75,18059.54,0.00
13-08-2015,18211.50,18359.25,18080.50,18175.40,18175.19,0.00
14-08-2015,18275.50,18766.00,18193.10,18723.60,18723.38,0.00
17-08-2015,18763.05,18896.45,18580.65,18822.05,18821.83,0.00
18-08-2015,18862.15,18874.10,18595.50,18780.85,18780.63,0.00
19-08-2015,18753.45,18803.50,18636.10,18703.25,18703.03,0.00
20-08-2015,18533.25,18711.35,18219.90,18283.10,18282.89,0.00
21-08-2015,17978.25,18118.80,17842.10,18057.20,18056.99,0.00
24-08-2015,17446.35,17446.35,16740.70,16811.80,16811.61,0.00
25-08-2015,17084.15,17269.15,16670.55,17192.75,17192.55,0.00
26-08-2015,17113.10,17172.20,16875.50,16917.65,16917.45,0.00
27-08-2015,17175.65,17249.50,17061.85,17214.40,17214.20,0.00
28-08-2015,17425.30,17569.80,17099.80,17211.95,17211.75,0.00
31-08-2015,17137.25,17353.30,17028.90,17146.55,17146.35,0.00
01-09-2015,16983.80,16983.80,16436.85,16530.30,16530.11,0.00
02-09-2015,16703.95,16714.50,16218.65,16252.70,16252.51,0.00
03-09-2015,16404.95,16607.40,16320.55,16555.40,16555.21,0.00
04-09-2015,16444.20,16444.20,15933.15,16129.10,16128.91,85700.00
07-09-2015,16222.20,16273.35,15762.20,15790.10,15789.92,0.00
08-09-2015,15888.50,16419.00,15819.55,16350.95,16350.76,0.00
09-09-2015,16658.35,16781.55,16462.45,16631.50,16631.31,0.00
10-09-2015,16351.75,16711.55,16192.25,16597.65,16597.46,0.00
11-09-2015,16682.25,16781.15,16518.80,16612.60,16612.41,0.00
14-09-2015,16596.50,16937.90,16525.15,16911.80,16911.60,0.00
15-09-2015,16905.80,16919.45,16681.55,16739.55,16739.36,0.00
18-09-2015,17184.25,17602.00,17156.20,17409.15,17408.95,0.00
21-09-2015,17186.05,17571.30,17178.85,17542.90,17542.70,0.00
22-09-2015,17574.60,17652.35,16946.25,17031.15,17030.95,0.00
23-09-2015,16783.80,17309.70,16759.00,17255.30,17255.10,0.00
28-09-2015,17286.25,17384.75,17073.95,17100.30,17100.10,0.00
29-09-2015,16859.75,17461.35,16648.30,17281.20,17281.00,0.00
30-09-2015,17404.75,17449.85,17100.20,17216.30,17216.10,0.00
05-10-2015,17373.55,17699.75,17362.70,17674.05,17673.85,0.00
06-10-2015,17822.70,17827.15,17493.75,17605.35,17605.14,0.00
07-10-2015,17577.50,17674.55,17500.35,17616.80,17616.60,0.00
08-10-2015,17622.85,17622.85,17401.20,17474.30,17474.10,0.00
09-10-2015,17640.40,17749.55,17498.45,17590.25,17590.04,0.00
12-10-2015,17642.60,17759.80,17546.95,17583.15,17582.95,0.00
13-10-2015,17530.55,17632.25,17473.70,17554.85,17554.65,0.00
14-10-2015,17453.00,17598.10,17434.05,17543.25,17543.05,0.00
15-10-2015,17604.45,17752.70,17582.85,17686.10,17685.89,0.00
16-10-2015,17701.50,17947.75,17583.55,17912.85,17912.64,0.00
19-10-2015,17911.65,17954.90,17817.95,17855.05,17854.84,0.00
20-10-2015,17843.65,17940.40,17755.65,17830.25,17830.04,0.00
21-10-2015,17814.55,17891.75,17565.35,17710.55,17710.35,0.00
23-10-2015,17859.75,17980.50,17852.55,17934.05,17933.84,0.00
26-10-2015,18027.10,18029.05,17798.65,17815.05,17814.84,0.00
27-10-2015,17738.45,17855.35,17738.45,17806.30,17806.09,0.00
28-10-2015,17589.35,17682.45,17281.40,17373.15,17372.95,0.00
29-10-2015,17388.40,17400.20,17178.85,17212.20,17212.00,0.00
30-10-2015,17249.90,17399.10,17170.35,17354.50,17354.30,0.00
02-11-2015,17351.45,17372.25,17208.95,17340.60,17340.40,0.00
03-11-2015,17436.50,17466.20,17265.05,17325.60,17325.40,0.00
04-11-2015,17449.00,17449.00,17175.65,17221.05,17220.85,0.00
05-11-2015,17166.45,17166.45,16957.35,16995.10,16994.90,0.00
15-12-2015,16342.35,16425.15,16188.05,16398.65,16398.46,54700.00
14-01-2016,15612.10,15803.20,15453.40,15609.80,15609.62,79300.00
25-01-2016,15667.00,15682.65,15495.10,15561.15,15560.97,64213000.00
08-02-2016,15206.30,15367.90,14960.10,15046.80,15046.63,86500.00
19-02-2016,14243.45,14395.85,14207.35,14344.20,14344.03,96300.00
25-02-2016,13844.45,13844.45,13519.90,13555.70,13555.54,104600.00
04-04-2016,16236.90,16278.50,16046.50,16190.60,16190.41,70300.00
25-05-2016,16600.65,17025.85,16599.05,16997.45,16997.25,83900.00
06-06-2016,17710.45,17754.15,17636.90,17671.40,17671.20,78900.00
10-06-2016,17830.20,18051.50,17815.25,17828.60,17828.39,91400.00
28-07-2016,19050.40,19126.75,18998.80,19076.55,19076.33,146300.00
10-11-2016,20200.25,20200.25,20200.25,20200.25,20200.02,0.00
12-12-2016,18616.05,18616.05,18364.05,18392.95,18392.74,0.00
13-12-2016,18354.10,18492.85,18291.35,18466.05,18465.84,0.00
14-12-2016,18480.35,18485.45,18322.90,18341.50,18341.29,0.00
15-12-2016,18143.50,18532.00,18122.10,18401.15,18400.94,0.00
16-12-2016,18417.90,18428.45,18268.30,18312.80,18312.59,0.00
19-12-2016,18258.10,18316.80,18215.50,18257.05,18256.84,0.00
20-12-2016,18264.10,18274.90,18009.80,18069.40,18069.19,0.00
21-12-2016,18124.60,18167.15,18043.95,18084.50,18084.29,0.00
22-12-2016,18027.00,18029.60,17839.75,17891.45,17891.24,0.00
23-12-2016,17849.25,17962.30,17819.75,17884.00,17883.79,0.00
27-12-2016,17677.70,17907.35,17616.10,17879.55,17879.34,0.00
28-12-2016,17929.20,18059.65,17829.15,17876.70,17876.49,0.00
29-12-2016,17861.45,18053.30,17829.40,18033.15,18032.94,0.00
30-12-2016,18026.35,18245.75,18016.80,18177.20,18176.99,0.00
03-01-2017,18002.75,18115.05,17830.95,18035.60,18035.39,0.00
04-01-2017,18037.45,18092.85,17868.90,17891.00,17890.79,0.00
05-01-2017,18000.75,18164.05,17977.80,18115.95,18115.74,0.00
06-01-2017,18168.45,18325.50,18157.30,18264.00,18263.79,0.00
09-01-2017,18314.25,18373.10,18256.15,18286.65,18286.44,0.00
10-01-2017,18351.45,18441.15,18275.75,18409.60,18409.38,0.00
11-01-2017,18535.35,18889.45,18515.25,18830.00,18829.78,0.00
12-01-2017,18885.45,18966.30,18805.85,18873.95,18873.73,0.00
13-01-2017,18949.70,18952.25,18781.25,18912.10,18911.88,0.00
16-01-2017,18899.70,19134.50,18865.25,19096.45,19096.23,0.00
17-01-2017,19128.15,19202.25,18981.85,19067.05,19066.83,0.00
18-01-2017,19074.85,19276.50,19072.10,19164.50,19164.28,0.00
19-01-2017,19165.35,19185.30,19046.10,19124.25,19124.03,0.00
20-01-2017,18996.60,19071.65,18793.05,18820.80,18820.58,0.00
23-01-2017,18762.00,18909.65,18722.85,18842.70,18842.48,0.00
24-01-2017,18931.00,19054.30,18906.95,19023.50,19023.28,0.00
25-01-2017,19120.05,19518.45,19114.15,19473.20,19472.97,0.00
27-01-2017,19588.40,19794.95,19534.90,19708.30,19708.07,0.00
30-01-2017,19718.80,19767.05,19561.10,19585.25,19585.02,0.00
31-01-2017,19533.20,19624.10,19435.45,19515.15,19514.92,0.00
01-02-2017,19522.40,20047.85,19470.95,20020.60,20020.37,0.00
02-02-2017,20053.95,20146.90,19915.20,20070.30,20070.07,0.00
03-02-2017,20061.90,20229.65,20009.95,20196.80,20196.57,0.00
06-02-2017,20307.15,20462.45,20298.05,20371.60,20371.36,0.00
07-02-2017,20367.30,20426.95,20281.50,20327.25,20327.01,0.00
08-02-2017,20335.25,20362.80,20070.15,20245.40,20245.17,0.00
09-02-2017,20312.65,20406.60,20000.35,20151.15,20150.92,0.00
10-02-2017,20225.75,20310.00,20167.10,20213.90,20213.67,0.00
13-02-2017,20273.65,20308.70,20116.90,20251.80,20251.56,0.00
14-02-2017,20304.50,20314.05,20158.85,20258.10,20257.86,0.00
15-02-2017,20282.10,20368.20,20115.85,20163.70,20163.46,0.00
16-02-2017,20243.25,20295.55,20088.20,20243.70,20243.46,0.00
17-02-2017,20918.45,21042.35,20449.65,20551.35,20551.11,0.00
20-02-2017,20494.85,20702.60,20472.40,20677.10,20676.86,0.00
21-02-2017,20695.90,20903.35,20619.25,20860.95,20860.71,0.00
22-02-2017,20937.60,20958.25,20829.65,20868.45,20868.21,0.00
23-02-2017,20887.65,21011.90,20828.40,20876.65,20876.41,0.00
27-02-2017,20853.45,20853.45,20584.75,20613.05,20612.81,0.00
28-02-2017,20632.85,20681.30,20560.60,20607.25,20607.01,0.00
01-03-2017,20698.90,20833.75,20678.75,20783.75,20783.51,0.00
02-03-2017,20885.00,20905.00,20516.90,20560.05,20559.81,0.00
03-03-2017,20572.85,20580.45,20423.35,20495.60,20495.36,0.00
06-03-2017,20548.95,20727.50,20532.20,20663.65,20663.41,0.00
07-03-2017,20685.95,20701.25,20585.95,20627.50,20627.26,0.00
08-03-2017,20630.15,20715.20,20534.25,20676.55,20676.31,0.00
09-03-2017,20620.55,20780.25,20603.90,20721.35,20721.11,0.00
10-03-2017,20825.90,20876.95,20648.80,20727.55,20727.31,0.00
14-03-2017,21189.85,21274.45,21059.70,21102.70,21102.45,0.00
15-03-2017,21089.40,21216.90,21063.95,21157.90,21157.65,0.00
16-03-2017,21237.50,21289.80,21194.25,21249.90,21249.65,0.00
17-03-2017,21308.45,21336.05,21127.95,21175.05,21174.80,0.00
20-03-2017,21202.55,21202.55,21084.80,21110.25,21110.00,0.00
21-03-2017,21110.65,21146.50,20967.00,21019.00,21018.76,0.00
22-03-2017,20815.35,20899.00,20753.90,20781.35,20781.11,0.00
23-03-2017,20848.75,20934.75,20775.35,20895.50,20895.26,0.00
24-03-2017,20987.60,21174.10,20929.15,21122.55,21122.30,0.00
27-03-2017,21178.10,21179.20,20979.55,21056.90,21056.66,0.00
28-03-2017,21229.00,21264.95,21145.00,21225.40,21225.15,0.00
29-03-2017,21291.45,21418.60,21255.75,21391.15,21390.90,0.00
30-03-2017,21374.35,21696.00,21331.90,21620.70,21620.45,0.00
31-03-2017,21551.85,21574.15,21414.00,21444.15,21443.90,0.00
03-04-2017,21539.20,21565.45,21408.60,21547.75,21547.50,0.00
05-04-2017,21602.20,21699.30,21499.75,21652.70,21652.45,0.00
06-04-2017,21572.70,21674.00,21488.90,21622.95,21622.70,0.00
07-04-2017,21536.50,21616.85,21397.00,21431.15,21430.90,0.00
10-04-2017,21492.05,21552.10,21396.05,21520.15,21519.90,0.00
11-04-2017,21521.45,21753.35,21483.55,21736.15,21735.90,0.00
12-04-2017,21735.65,21787.10,21551.75,21666.80,21666.55,0.00
13-04-2017,21651.25,21758.85,21627.00,21686.60,21686.35,0.00
17-04-2017,21700.50,21743.30,21576.75,21647.60,21647.35,0.00
18-04-2017,21706.05,21947.00,21634.15,21671.85,21671.60,0.00
19-04-2017,21674.10,21706.30,21470.20,21556.35,21556.10,0.00
20-04-2017,21419.45,21558.85,21396.00,21491.40,21491.15,0.00
21-04-2017,21567.50,21614.55,21386.20,21551.45,21551.20,0.00
24-04-2017,21591.90,21884.85,21578.65,21857.40,21857.15,0.00
25-04-2017,21960.65,22093.25,21900.30,22054.70,22054.44,0.00
26-04-2017,22158.65,22276.05,21814.90,22242.85,22242.59,0.00
27-04-2017,22274.05,22380.85,22169.80,22326.30,22326.04,0.00
28-04-2017,22296.80,22383.00,22182.55,22358.25,22357.99,0.00
02-05-2017,22412.55,22492.15,22266.15,22341.35,22341.09,0.00
03-05-2017,22445.85,22449.00,22240.05,22307.30,22307.04,0.00
04-05-2017,22618.30,22743.70,22449.90,22720.10,22719.84,0.00
05-05-2017,22844.85,22853.55,22514.00,22604.95,22604.69,0.00
08-05-2017,22678.45,22835.15,22632.50,22767.35,22767.09,0.00
09-05-2017,22820.80,22835.35,22664.35,22707.30,22707.04,0.00
10-05-2017,22767.75,22859.40,22742.05,22830.35,22830.08,0.00
11-05-2017,22916.05,22977.85,22764.65,22818.45,22818.18,0.00
12-05-2017,22840.40,22859.15,22578.00,22671.70,22671.44,0.00
15-05-2017,22735.85,22891.70,22730.35,22821.50,22821.23,0.00
16-05-2017,22857.60,22944.10,22727.65,22928.60,22928.33,0.00
17-05-2017,22972.35,22978.15,22830.10,22935.95,22935.68,0.00
18-05-2017,22750.45,22834.55,22660.20,22698.60,22698.34,0.00
19-05-2017,22761.95,22902.25,22628.45,22769.80,22769.54,0.00
22-05-2017,22874.80,22918.35,22637.75,22652.85,22652.59,0.00
23-05-2017,22674.90,22740.40,22492.20,22582.80,22582.54,0.00
24-05-2017,22624.50,22673.40,22469.80,22536.30,22536.04,0.00
25-05-2017,22573.65,23267.80,22570.35,23190.80,23190.53,0.00
26-05-2017,23151.40,23408.35,23092.35,23362.20,23361.93,0.00
29-05-2017,23310.60,23464.00,23141.15,23182.75,23182.48,0.00
30-05-2017,23142.10,23337.15,23093.95,23307.25,23306.98,0.00
31-05-2017,23321.20,23469.45,23248.50,23424.80,23424.53,0.00
01-06-2017,23394.10,23396.15,23224.05,23310.15,23309.88,0.00
02-06-2017,23435.20,23453.30,23308.40,23375.90,23375.63,0.00
05-06-2017,23397.40,23494.70,23349.95,23459.65,23459.38,0.00
06-06-2017,23523.05,23536.10,23381.70,23416.30,23416.03,0.00
07-06-2017,23482.85,23606.15,23427.55,23567.65,23567.38,0.00
08-06-2017,23630.35,23659.10,23514.20,23536.10,23535.83,0.00
09-06-2017,23483.95,23708.65,23476.85,23690.90,23690.63,0.00
12-06-2017,23610.15,23630.10,23441.80,23470.45,23470.18,0.00
13-06-2017,23447.00,23615.20,23446.90,23477.85,23477.58,0.00
14-06-2017,23555.30,23562.80,23399.40,23498.70,23498.43,0.00
15-06-2017,23444.70,23473.30,23311.85,23391.75,23391.48,0.00
16-06-2017,23448.60,23527.65,23391.00,23502.75,23502.48,0.00
19-06-2017,23571.35,23806.65,23535.70,23742.15,23741.88,0.00
20-06-2017,23720.60,23760.35,23651.20,23697.95,23697.67,0.00
21-06-2017,23638.15,23760.75,23610.20,23708.75,23708.47,0.00
22-06-2017,23716.85,23897.85,23694.15,23736.10,23735.82,0.00
23-06-2017,23772.30,23786.50,23507.50,23542.75,23542.48,0.00
27-06-2017,23636.95,23640.10,23055.75,23216.25,23215.98,0.00
28-06-2017,23209.55,23322.55,23113.65,23235.85,23235.58,0.00
29-06-2017,23312.40,23476.00,23124.35,23227.30,23227.03,0.00
30-06-2017,23137.25,23254.10,22996.40,23211.20,23210.93,0.00
03-07-2017,23240.35,23330.10,23144.30,23272.80,23272.53,0.00
04-07-2017,23325.50,23363.05,23163.70,23214.20,23213.93,0.00
05-07-2017,23241.90,23380.35,23205.55,23352.60,23352.33,0.00
06-07-2017,23399.50,23540.15,23369.50,23466.65,23466.38,0.00
07-07-2017,23463.75,23492.60,23400.60,23449.15,23448.88,0.00
10-07-2017,23583.25,23964.80,23289.90,23675.05,23674.78,0.00
11-07-2017,23744.55,23744.55,23552.60,23584.60,23584.33,0.00
12-07-2017,23623.75,23736.55,23523.65,23695.45,23695.17,0.00
13-07-2017,23817.25,23938.00,23811.00,23888.65,23888.37,0.00
14-07-2017,23949.50,23963.65,23755.95,23937.70,23937.42,0.00
17-07-2017,24011.40,24066.10,23913.65,24015.05,24014.77,0.00
18-07-2017,23958.15,24147.45,23942.10,24022.05,24021.77,0.00
19-07-2017,24069.20,24180.75,24053.70,24152.65,24152.37,0.00
20-07-2017,24170.65,24299.60,24170.65,24213.35,24213.07,0.00
21-07-2017,24231.40,24289.30,24066.90,24257.05,24256.77,0.00
24-07-2017,24307.70,24460.55,24234.65,24420.85,24420.57,0.00
25-07-2017,24622.90,24624.65,24450.20,24520.70,24520.41,0.00
26-07-2017,24578.15,24720.90,24484.90,24670.70,24670.41,0.00
27-07-2017,24857.50,25032.25,24799.40,24922.40,24922.11,0.00
28-07-2017,24744.55,24859.75,24651.05,24811.30,24811.01,0.00
31-07-2017,24880.60,25168.10,24828.50,25103.65,25103.36,0.00
01-08-2017,25152.85,25179.50,25000.90,25122.80,25122.51,0.00
02-08-2017,25190.40,25198.80,24926.25,25055.20,25054.91,0.00
03-08-2017,25002.85,25005.15,24619.60,24675.05,24674.76,0.00
04-08-2017,24629.50,24879.70,24591.80,24827.45,24827.16,0.00
07-08-2017,24854.15,24979.35,24844.45,24906.35,24906.06,0.00
08-08-2017,24942.20,24966.05,24534.35,24599.50,24599.21,0.00
09-08-2017,24519.25,24532.40,24328.10,24374.60,24374.32,0.00
10-08-2017,24300.45,24326.90,23822.20,24217.35,24217.07,0.00
11-08-2017,23958.25,24191.20,23868.30,23985.75,23985.47,0.00
14-08-2017,24051.05,24212.15,24038.15,24115.75,24115.47,0.00
16-08-2017,24188.75,24461.20,23947.45,24437.70,24437.42,0.00
17-08-2017,24495.20,24496.20,24121.55,24237.25,24236.97,0.00
18-08-2017,24125.30,24130.15,23925.95,24074.45,24074.17,0.00
21-08-2017,24140.55,24258.95,23882.25,23936.50,23936.22,0.00
22-08-2017,24080.60,24127.45,23852.65,23974.45,23974.17,0.00
23-08-2017,24084.95,24350.00,24074.15,24316.80,24316.52,0.00
24-08-2017,24374.75,24411.05,24224.85,24274.20,24273.92,0.00
28-08-2017,24351.25,24422.45,24301.35,24377.10,24376.82,0.00
29-08-2017,24302.00,24320.95,24103.30,24128.95,24128.67,0.00
30-08-2017,24253.05,24384.10,24241.30,24308.70,24308.42,0.00
31-08-2017,24354.35,24354.35,24207.70,24318.40,24318.12,0.00
01-09-2017,24389.20,24494.35,24319.20,24434.00,24433.72,0.00
05-09-2017,24272.60,24388.05,24256.30,24328.30,24328.02,0.00
06-09-2017,24192.40,24331.30,24151.10,24279.15,24278.87,0.00
07-09-2017,24324.85,24413.10,24246.90,24304.90,24304.62,0.00
08-09-2017,24409.50,24419.25,24273.00,24370.80,24370.52,0.00
11-09-2017,24468.50,24735.35,24458.25,24672.25,24671.96,0.00
12-09-2017,24779.15,24821.35,24653.60,24784.70,24784.41,0.00
13-09-2017,24818.35,24948.80,24737.80,24831.80,24831.51,0.00
14-09-2017,24857.25,24994.30,24815.50,24912.25,24911.96,0.00
15-09-2017,24840.30,24916.85,24791.55,24844.30,24844.01,0.00
18-09-2017,24948.15,25105.35,24941.75,25046.90,25046.61,0.00
19-09-2017,25059.75,25103.45,24993.00,25041.55,25041.26,0.00
20-09-2017,24984.65,25052.60,24938.30,24965.05,24964.76,0.00
21-09-2017,24934.10,24992.50,24706.45,24799.25,24798.96,0.00
22-09-2017,24704.55,24709.70,24340.00,24368.85,24368.57,0.00
25-09-2017,24361.55,24363.80,24015.45,24165.05,24164.77,0.00
26-09-2017,24105.60,24236.95,24017.40,24199.15,24198.87,0.00
27-09-2017,24308.70,24331.85,23766.60,23812.95,23812.67,0.00
28-09-2017,23804.05,24074.20,23611.10,24008.15,24007.87,0.00
29-09-2017,24114.00,24227.45,24004.80,24053.00,24052.72,0.00
03-10-2017,24200.60,24226.80,24007.25,24103.40,24103.12,0.00
04-10-2017,24124.15,24230.45,24058.65,24113.30,24113.02,0.00
05-10-2017,24114.75,24188.30,24033.35,24058.05,24057.77,0.00
06-10-2017,24083.55,24242.05,24074.35,24190.00,24189.72,0.00
09-10-2017,24209.55,24311.10,24156.05,24251.90,24251.62,0.00
10-10-2017,24304.80,24379.75,24273.65,24347.45,24347.17,0.00
11-10-2017,24411.45,24460.25,24054.25,24107.45,24107.17,0.00
12-10-2017,24151.45,24393.40,23978.40,24361.25,24360.97,0.00
13-10-2017,24411.10,24779.75,24387.80,24689.15,24688.86,0.00
16-10-2017,24815.40,24878.65,24516.55,24703.05,24702.76,0.00
17-10-2017,24697.25,24809.15,24571.85,24645.60,24645.31,0.00
18-10-2017,24354.75,24454.65,24270.05,24313.75,24313.47,0.00
19-10-2017,24238.40,24255.30,23923.70,24009.75,24009.47,0.00
23-10-2017,24085.45,24151.00,23912.55,24088.90,24088.62,94700.00
24-10-2017,24141.95,24293.25,24032.65,24222.15,24221.87,0.00
25-10-2017,24980.65,25157.80,24560.75,25035.90,25035.61,0.00
26-10-2017,24953.95,25186.05,24864.60,25022.20,25021.91,0.00
27-10-2017,24887.60,24995.70,24798.65,24839.55,24839.26,0.00
30-10-2017,24873.65,25064.85,24808.55,24988.55,24988.26,0.00
31-10-2017,25042.10,25078.65,24948.10,25019.35,25019.06,0.00
01-11-2017,25197.30,25549.35,25171.75,25490.45,25490.15,0.00
02-11-2017,25508.40,25598.75,25405.50,25427.30,25427.01,0.00
03-11-2017,25531.40,25695.50,25394.95,25650.70,25650.40,0.00
06-11-2017,25569.00,25694.60,25529.50,25571.15,25570.85,0.00
07-11-2017,25669.10,25695.75,25248.95,25300.80,25300.51,0.00
08-11-2017,25375.80,25435.60,25119.50,25184.35,25184.06,0.00
09-11-2017,25281.00,25385.20,25166.15,25291.35,25291.05,0.00
10-11-2017,25250.90,25598.55,25237.20,25498.95,25498.65,0.00
13-11-2017,25570.25,25611.55,25337.25,25358.30,25358.01,0.00
14-11-2017,25352.55,25404.80,25223.10,25284.60,25284.31,0.00
15-11-2017,25241.65,25318.05,25166.35,25218.90,25218.61,0.00
16-11-2017,25292.90,25496.05,25273.70,25446.60,25446.30,0.00
17-11-2017,25875.70,25924.90,25679.55,25728.40,25728.10,0.00
20-11-2017,25733.70,25803.15,25681.70,25768.60,25768.30,0.00
21-11-2017,25829.30,25871.10,25726.50,25757.50,25757.20,0.00
22-11-2017,25805.65,25831.95,25665.85,25766.65,25766.35,0.00
23-11-2017,25826.30,25838.55,25620.95,25736.25,25735.95,76600.00
24-11-2017,25776.60,25849.00,25749.10,25779.65,25779.35,0.00
27-11-2017,25693.05,25931.85,25673.50,25891.95,25891.65,0.00
28-11-2017,25830.45,25953.50,25795.50,25846.40,25846.10,0.00
29-11-2017,25829.65,25877.75,25746.80,25795.70,25795.40,0.00
30-11-2017,25693.80,25700.85,25246.85,25332.40,25332.11,0.00
01-12-2017,25409.55,25441.35,25152.65,25191.95,25191.66,0.00
04-12-2017,25295.05,25297.20,24993.35,25075.10,25074.81,0.00
05-12-2017,25030.75,25217.70,24921.30,25124.85,25124.56,0.00
06-12-2017,25066.30,25077.45,24813.60,24851.80,24851.51,0.00
07-12-2017,24935.30,25097.40,24875.35,25057.25,25056.96,0.00
08-12-2017,25145.50,25367.70,25145.50,25321.15,25320.86,0.00
11-12-2017,25434.75,25448.85,25318.70,25404.85,25404.55,0.00
12-12-2017,25413.40,25416.20,25108.60,25125.45,25125.16,0.00
13-12-2017,25118.20,25270.75,24938.55,25000.35,25000.06,0.00
14-12-2017,25062.40,25205.90,24888.65,25168.20,25167.91,0.00
15-12-2017,25487.15,25559.05,25411.25,25440.30,25440.01,0.00
18-12-2017,25181.75,25759.90,24617.15,25594.55,25594.25,0.00
19-12-2017,25640.90,25757.95,25619.60,25716.20,25715.90,0.00
20-12-2017,25779.05,25780.05,25566.05,25591.70,25591.40,0.00
21-12-2017,25608.25,25629.95,25508.90,25554.30,25554.00,0.00
22-12-2017,25615.60,25694.50,25560.50,25648.55,25648.25,0.00
26-12-2017,25659.75,25712.95,25545.60,25675.25,25674.95,0.00
27-12-2017,25652.85,25733.20,25429.55,25496.05,25495.75,0.00
28-12-2017,25463.60,25561.95,25417.40,25490.00,25489.70,0.00
29-12-2017,25484.85,25566.40,25450.25,25539.45,25539.15,0.00
02-01-2018,25382.20,25425.50,25232.80,25338.25,25337.96,0.00
03-01-2018,25425.75,25454.90,25300.90,25318.60,25318.30,0.00
04-01-2018,25367.65,25490.35,25310.30,25462.60,25462.30,0.00
05-01-2018,25524.45,25643.35,25499.55,25601.85,25601.55,0.00
08-01-2018,25690.25,25771.50,25643.80,25676.10,25675.80,0.00
09-01-2018,25727.95,25803.80,25617.25,25703.80,25703.50,0.00
10-01-2018,25709.90,25717.60,25527.50,25617.30,25617.00,0.00
11-01-2018,25628.20,25694.65,25532.25,25660.90,25660.60,0.00
12-01-2018,25732.40,25775.15,25557.60,25749.05,25748.75,0.00
15-01-2018,25858.15,26091.80,25842.95,26069.20,26068.90,0.00
16-01-2018,26129.15,26136.40,25931.70,25974.90,25974.60,0.00
17-01-2018,25946.15,26335.85,25922.30,26289.10,26288.79,0.00
